Software,RP Name,Software's Web Page,Software Documentation/Link,Example Software Use (link)
boost,"aces, anvil, bridges-2, darwin, delta, expanse, faster, kyric, ookami, stampede3",https://www.boost.org/,https://www.boost.org/doc/libs/1_84_0/,"https://www.boost.org/doc/libs/1_77_0/more/getting_started/index.html , https://theboostcpplibraries.com/"
boost.mpi,aces,https://github.com/boostorg/mpi,https://www.boost.org/doc/libs/1_84_0/doc/html/mpi.html,https://www.boost.org/doc/libs/1_84_0/doc/html/mpi/tutorial.html
boost.python,"aces, faster",https://github.com/boostorg/python,https://www.boost.org/doc/libs/1_84_0/libs/python/doc/html/index.html,https://boostorg.github.io/python/doc/html/tutorial/index.html
botorch,faster,https://botorch.org/,https://botorch.org/docs/introduction,https://botorch.org/tutorials/
bottleneck,faster,https://github.com/pydata/bottleneck,https://bottleneck.readthedocs.io/en/latest/,
bowtie,"anvil, faster",https://bowtie-bio.sourceforge.net/index.shtml,https://bowtie-bio.sourceforge.net/manual.shtml,https://bowtie-bio.sourceforge.net/tutorial.shtml
bowtie2,"anvil, bridges-2, expanse, faster",https://bowtie-bio.sourceforge.net/bowtie2/index.shtml,https://bowtie-bio.sourceforge.net/bowtie2/manual.shtml,https://bowtie-bio.sourceforge.net/bowtie2/manual.shtml#getting-started-with-bowtie-2-lambda-phage-example
bracken,anvil,https://github.com/jenniferlu717/Bracken,https://ccb.jhu.edu/software/bracken/index.shtml?t=manual,https://github.com/jenniferlu717/Bracken?tab=readme-ov-file#example-abundance-estimation
braker2,anvil,https://github.com/Gaius-Augustus/BRAKER,https://bioinf.uni-greifswald.de/augustus/binaries/tutorial2018/BRAKER_userguide.pdf,https://www.youtube.com/watch?v=UXTkJ4mUkyg
brass,anvil,https://github.com/cancerit/BRASS,https://github.com/cancerit/BRASS,
breseq,anvil,https://github.com/barricklab/breseq,https://barricklab.org/twiki/pub/Lab/ToolsBacterialGenomeResequencing/documentation/,"https://barricklab.org/twiki/pub/Lab/ToolsBacterialGenomeResequencing/documentation/tutorial_clones.html , https://barricklab.org/twiki/pub/Lab/ToolsBacterialGenomeResequencing/documentation/tutorial_populations.html , https://barricklab.org/twiki/pub/Lab/ToolsBacterialGenomeResequencing/documentation/tutorial_barcoded_targeted.html"
brotli,"aces, faster",https://brotli.org/,https://github.com/google/brotli,https://kinsta.com/blog/brotli-compression/
brotli-python,aces,https://github.com/python-hyper/brotlicffi,https://python-hyper.org/projects/brotlipy/en/latest/,https://github.com/python-hyper/brotlicffi/tree/main/example
brunsli,"aces, faster",https://brunsli.dev/,https://github.com/google/brunsli,https://github.com/google/brunsli?tab=readme-ov-file#build-instructions
build,faster,https://github.com/pypa/build,https://build.pypa.io/en/stable/,
busco,"anvil, bridges-2",https://busco.ezlab.org/,https://busco.ezlab.org/busco_userguide.html,https://busco.ezlab.org/busco_userguide.html#running-busco
bustools,anvil,https://bustools.github.io/,https://bustools.github.io/manual,https://www.kallistobus.tools/applications/
bwa,"aces, anvil, bridges-2, expanse, faster",https://bio-bwa.sourceforge.net/,https://bio-bwa.sourceforge.net/bwa.shtml,https://bioinformatics-core-shared-training.github.io/cruk-bioinf-sschool/Day1/Sequence%20Alignment_July2015_ShamithSamarajiwa.pdf
bwameth,anvil,https://github.com/brentp/bwa-meth,https://github.com/brentp/bwa-meth,https://github.com/brentp/bwa-meth/tree/master/example/
byacc,expanse,https://invisible-island.net/byacc/,https://invisible-island.net/byacc/manpage/yacc.html,
bzip2,"aces, expanse, faster, kyric",https://sourceware.org/bzip2/,https://sourceware.org/bzip2/manual/manual.html,https://www.tutorialspoint.com/unix_commands/bzip2.htm
c-ares,"aces, faster",,,
cactus,anvil,https://github.com/ComparativeGenomicsToolkit/cactus?tab=readme-ov-file,https://www.cactuscode.org/documentation/ReferenceManual.pdf,"https://www.cactuscode.org/documentation/tutorials/index.html , https://www.cactuscode.org/documentation/UsersGuide.pdf "
cafe,anvil,,,
cairo,"aces, faster",https://cairographics.org/,https://www.cairographics.org/manual/,"https://www.cairographics.org/tutorial/ , https://zetcode.com/gfx/cairo/ "
canu,"anvil, faster",https://github.com/marbl/canu,https://canu.readthedocs.io/en/latest/,"https://canu.readthedocs.io/en/latest/quick-start.html , https://canu.readthedocs.io/en/latest/tutorial.html "
capstone,"aces, faster",,,
captum,aces,https://captum.ai/,https://captum.ai/docs/introduction,https://captum.ai/tutorials/
cartopy,"aces, faster",,,
catch2,"aces, faster",,,
ccache,"aces, faster",https://ccache.dev/,https://linux.die.net/man/1/ccache,https://ccache.dev/manual/latest.html
ccdb,delta,,,
cce,delta,,,
cce-mixed,delta,,,
ccl,kyric,https://ccl.clozure.com/,https://ccl.clozure.com/docs/ccl.html,https://ccl.clozure.com/docs/ccl.html#using-clozure-cl
ccs,anvil,,,
cd-hit,"aces, anvil, faster",,,
cdat,faster,,,
cdbtools,anvil,,,
cdo,"aces, anvil, delta, faster, stampede3",https://code.mpimet.mpg.de/projects/cdo,https://code.mpimet.mpg.de/projects/cdo/wiki/Cdo#Documentation,https://code.mpimet.mpg.de/projects/cdo/wiki/Tutorial
cdsapi,aces,https://github.com/ecmwf/cdsapi,https://confluence.ecmwf.int/display/CKB/Climate+Data+Store+%28CDS%29+API+Keywords,https://cds.climate.copernicus.eu/api-how-to
cegma,anvil,,,
cellbender,anvil,,,
cellchat,anvil,https://github.com/sqjin/CellChat,,
cellphonedb,anvil,,,
cellranger,anvil,https://www.10xgenomics.com/support/software/cell-ranger/latest,https://www.10xgenomics.com/support/software/cell-ranger/latest/resources/cr-command-line-arguments,https://www.10xgenomics.com/support/software/cell-ranger/latest/tutorials
cellranger-arc,anvil,,,
cellranger-atac,anvil,https://support.10xgenomics.com/single-cell-atac/software/overview/welcome,https://www.10xgenomics.com/support/single-cell-atac/documentation,https://pages.10xgenomics.com/sup-how-to-single-cell-atac-v2.html
cellranger-dna,anvil,,,
cellrank,anvil,,,
cellrank-krylov,anvil,,,
cellsnp-lite,anvil,,,
celltypist,anvil,,,
centrifuge,anvil,,,
cereal,expanse,,,
cesm,faster,https://www.cesm.ucar.edu/models/cesm2,https://escomp.github.io/CESM/versions/cesm2.2/html/introduction.html,https://www.youtube.com/playlist?list=PLsqhY3nFckOEX41g8ZUnhGT2c--5kUZ1V
cesm-deps,"aces, faster",https://www.cesm.ucar.edu/models/cesm2,https://escomp.github.io/CESM/versions/cesm2.2/html/introduction.html,
cffi,"aces, faster",,,
cfitsio,"aces, faster",https://heasarc.gsfc.nasa.gov/fitsio/,https://heasarc.gsfc.nasa.gov/fitsio/c/c_user/cfitsio.html,"https://heasarc.gsfc.nasa.gov/docs/software/fitsio/quick/node2.html , https://fits.gsfc.nasa.gov/fits_libraries.html#c_cfitsio , https://heasarc.gsfc.nasa.gov/docs/software/fitsio/cexamples.html"
cfsan-snp-pipeline,anvil,,,
cgal,"aces, expanse, faster",https://www.cgal.org/,https://doc.cgal.org/latest/Manual/dev_manual.html,https://doc.cgal.org/latest/Manual/tutorials.html
cgns,aces,,,
chameleon,aces,,,
chapel,"faster, ookami",https://chapel-lang.org/,https://chapel-lang.org/docs/,https://chapel-lang.org/tutorials.html
charliecloud,"aces, faster, stampede3",https://github.com/hpc/charliecloud,https://hpc.github.io/charliecloud/,"https://hpc.github.io/charliecloud/tutorial.html, "
charm,darwin,,,
charmpp,expanse,,,
check,"aces, faster",https://libcheck.github.io/check/,https://libcheck.github.io/check/doc/doxygen/html/check_8h.html,https://libcheck.github.io/check/doc/check_html/check_3.html#Tutorial
checkm,bridges-2,https://ecogenomics.github.io/CheckM/,https://github.com/Ecogenomics/CheckM/wiki,https://github.com/Ecogenomics/CheckM/wiki/Quick-Start
checkm-genome,anvil,,,
chemprop,aces,https://github.com/chemprop/chemprop,https://chemprop.readthedocs.io/en/latest/,"https://chemprop.readthedocs.io/en/latest/tutorial.html, "
chewbbaca,anvil,,,
chimerax,"aces, faster",https://www.cgl.ucsf.edu/chimerax/,https://www.cgl.ucsf.edu/chimerax/docs/index.html,"https://www.rbvi.ucsf.edu/chimerax/tutorials.html , https://www.rbvi.ucsf.edu/chimerax/docs/videos/ , https://rbvi.github.io/chimerax-recipes/ "
chopper,anvil,,,
chromap,anvil,,,
cicero,anvil,,,
cimfomfa,aces,,,
circexplorer2,anvil,,,
circlator,anvil,,,
circompara2,anvil,,,
circos,"anvil, bridges-2",https://circos.ca/,https://circos.ca/documentation/,"https://circos.ca/documentation/course/ , https://circos.ca/tutorials/ , https://circos.ca/documentation/images/small/ "
ciri2,anvil,,,
ciriquant,anvil,,,
cistem,"aces, faster",https://cistem.org/,https://cistem.org/documentation,https://cistem.org/sites/default/files/uploads/cisTEM_tutorial.pdf
ckdmip,aces,,,
clair3,anvil,,,
clairvoyante,anvil,,,
clang,"aces, faster",https://clang.llvm.org/,https://clang.llvm.org/doxygen/index.html,https://clang.llvm.org/docs/UsersManual.html
clang-aomp,faster,,,
clck,kyric,https://www.intel.com/content/www/us/en/developer/tools/oneapi/cluster-checker.html#gs.5j2g84,https://www.intel.com/content/www/us/en/developer/tools/oneapi/cluster-checker-documentation.html,https://www.intel.com/content/www/us/en/docs/cluster-checker/user-guide/2021-7-2/getting-started.html
clearcnv,anvil,,,
clever-toolkit,anvil,,,
clhep,"aces, faster",,,
climetlab,aces,https://github.com/ecmwf/climetlab,https://climetlab.readthedocs.io/en/latest/,https://climetlab.readthedocs.io/en/latest/firststeps.html
clip,aces,https://openai.com/research/clip,https://github.com/openai/CLIP/blob/main/notebooks/Interacting_with_CLIP.ipynb,https://github.com/openai/CLIP#usage
clonalframeml,anvil,,,
clp,faster,,,
clust,anvil,,,
clustalw,anvil,,,
clustalw2,faster,,,
cluster-tools,ookami,https://github.com/constantinpape/cluster_tools,https://github.com/constantinpape/cluster_tools/blob/master/cluster_tools/workflows.py,https://github.com/constantinpape/cluster_tools/tree/master/example
cm-pmix3,"expanse, ookami",https://pmix.github.io/standard,https://pmix.github.io/uploads/2019/02/pmix-standard-3.1.pdf,https://openpmix.github.io/support/how-to/
cmake,"aces, anvil, darwin, delta, expanse, faster, kyric, ookami, stampede3",https://cmake.org/,https://cmake.org/cmake/help/latest/,"https://cmake.org/getting-started/, https://cmake.org/cmake/help/latest/guide/tutorial/index.html , https://www.youtube.com/watch?v=wl2Srog-j7I"
cmd,ookami,https://docs.nvidia.com/dgx-superpod/administration-guide-dgx-superpod/latest/cluster-management-daemon.html#,https://support.brightcomputing.com/manuals/9.2/developer-manual.pdf,https://www.hpe.com/psnow/resources/ebooks/a00113955en_us_v2/Manage_an_HSM_System_with_Bright.html
cmjob,"expanse, ookami",https://docs.nvidia.com/dgx-superpod/administration-guide-dgx-superpod/latest/cluster-management-daemon.html#,https://support.brightcomputing.com/manuals/9.2/developer-manual.pdf,https://www.hpe.com/psnow/resources/ebooks/a00113955en_us_v2/Manage_an_HSM_System_with_Bright.html
cnvkit,anvil,,,
cnvnator,"anvil, faster",,,
cobaya,faster,,,
code-server,faster,,,
coinfinder,anvil,,,
coinutils,faster,https://github.com/coin-or/CoinUtils,https://coin-or.github.io/CoinUtils/Doxygen/index.html,https://coin-or.github.io/user_introduction.html
colabfold,"aces, faster",https://github.com/sokrypton/ColabFold,https://github.com/sokrypton/ColabFold/wiki,"https://docs.google.com/presentation/d/1mnffk23ev2QMDzGZ5w1skXEadTe54l8-Uei6ACce8eI/edit#slide=id.p , https://www.youtube.com/watch?v=Rfw7thgGTwI "
colossal-ai,faster,,,
colossalai,faster,,,
compiler,kyric,,,
compiler-rt,kyric,,,
compiler-rt32,kyric,,,
compiler32,kyric,,,
compress-raw-zlib,faster,,,
comsol,bridges-2,https://www.comsol.com/,https://doc.comsol.com/6.2/docserver/#!/com.comsol.help.comsol/helpdesk/helpdesk.html,https://www.comsol.com/support/learning-center
concoct,anvil,,,
conda-env,delta,,,
control-freec,anvil,,,
cooler,anvil,,,
coordgenlibs,"aces, faster",https://github.com/schrodinger/coordgenlibs,https://github.com/schrodinger/coordgenlibs/blob/master/README.md,https://github.com/schrodinger/coordgenlibs/tree/master/example_dir
coverage,aces,,,
coverm,anvil,,,
covgen,anvil,,,
cp2k,"aces, anvil, bridges-2, expanse, faster, ookami, stampede3",https://www.cp2k.org/,https://manual.cp2k.org/trunk/,https://www.cp2k.org/exercises
cpe,"delta, ookami",https://www.hpe.com/psnow/doc/a50002303enw,https://cpe.ext.hpe.com/docs/cce/index.html#cce,https://cpe.ext.hpe.com/docs/guides/CPE/index_user_guides.html
cpe-nosve,ookami,https://www.cray-cyber.org/old/documentation/nosve_howto.php,https://www.cray-cyber.org/old/documentation/nosve_howto.php,https://cray-cyber.org/old/systems/cy960_shortguide.php
cppunit,faster,,,
cppy,"aces, faster",https://github.com/nucleic/cppy,https://cppy.readthedocs.io/en/latest/,https://cppy.readthedocs.io/en/latest/installation.html#using-cppy-in-an-extensions
cpu,expanse,,,
cramino,anvil,,,
cray,delta,,,
crisprcasfinder,anvil,,,
crispresso2,anvil,,,
crispritz,anvil,,,
cross_match,anvil,,,
crossmap,anvil,,,
cryosparc,"aces, darwin",,,
cryptography,"aces, faster",,,
cryptsetup,kyric,https://github.com/grahamgilbert/crypt,https://github.com/grahamgilbert/crypt/blob/master/README.md,https://github.com/grahamgilbert/crypt/blob/master/Example%20Crypt%20Profile.mobileconfig
csvkit,anvil,,,
csvtk,anvil,,,
cti,delta,,,
cubegui,aces,,,
cubelib,aces,,,
cubewriter,aces,,,
cuda,"aces, anvil, bridges-2, darwin, delta, expanse, faster, jetstream, ookami",https://developer.nvidia.com/cuda-zone,https://docs.nvidia.com/cuda/,"https://developer.nvidia.com/how-to-cuda-c-cpp , https://youtu.be/H3AQnlpxk0c , https://youtu.be/_JgNA82325I , https://youtu.be/dB5Jxwj0PDw , https://developer.nvidia.com/cuda-toolkit "
cuda-dcgm,expanse,,,
cuda-quantum,anvil,,,
cuda-samples,"aces, faster",,,
cuda10.2,expanse,,,
cuda11.7,expanse,,,
cudacore,"aces, faster",https://github.com/NVIDIA/cccl,https://docs.nvidia.com/cuda/cuda-c-programming-guide/,https://nvdam.widen.net/s/brxsxxtskb/dli-learning-journey-2009000-r5-web
cudf,"aces, faster",https://github.com/rapidsai/cudf,https://docs.rapids.ai/api/cudf/stable/user_guide/api_docs/,"https://docs.rapids.ai/api/cudf/stable/user_guide/10min/ , https://www.youtube.com/watch?v=lV7rtDW94do, "
cudnn,"aces, anvil, bridges-2, darwin, delta, expanse, faster",https://developer.nvidia.com/cudnn,https://docs.nvidia.com/cudnn/index.html,"https://docs.nvidia.com/deeplearning/cudnn/installation/overview.html , https://docs.nvidia.com/deeplearning/cudnn/archives/cudnn_765/cudnn-developer-guide/index.html "
cue-login-env,"anvil, delta, expanse",https://software.xsede.org/xsede-software-and-service-component/common-user-environment-cue,https://hdl.handle.net/2142/75910,
cufflinks,"anvil, expanse",https://cole-trapnell-lab.github.io/cufflinks/,https://cole-trapnell-lab.github.io/cufflinks/cufflinks/index.html,https://cole-trapnell-lab.github.io/cufflinks/getting_started/
cunit,"aces, faster",,,
cupy,"aces, faster",,,
cuquantum-appliance,anvil,,,
curl,"aces, anvil, expanse, faster, kyric, ookami",https://curl.se/,https://curl.se/docs/,https://curl.se/docs/tutorial.html
cusparselt,"aces, faster",,,
cusz,faster,,,
cutadapt,"aces, anvil, bridges-2, faster",https://github.com/marcelm/cutadapt,https://cutadapt.readthedocs.io/en/stable/reference.html,"https://cutadapt.readthedocs.io/en/stable/guide.html , https://cutadapt.readthedocs.io/en/stable/recipes.html "
cutensor,"aces, delta, faster",https://developer.nvidia.com/cutensor,https://docs.nvidia.com/cuda/cutensor/latest/api/index.html,"https://docs.nvidia.com/cuda/cutensor/latest/user_guide.html#user-guide-label , https://docs.nvidia.com/cuda/cutensor/latest/getting_started.html#getting-started-label "
cuttlefish,anvil,,,
cxxopts,stampede3,,,
cython,"aces, faster",https://cython.org/,https://cython.readthedocs.io/en/latest/,"https://cython.readthedocs.io/en/latest/src/tutorial/cython_tutorial.html , https://pythonprogramming.net/introduction-and-basics-cython-tutorial/ , https://www.youtube.com/watch?v=JKCjsRDffXo "
cython-blis,aces,https://github.com/explosion/cython-blis,https://github.com/explosion/cython-blis/blob/master/extra-include/configure,https://github.com/explosion/cython-blis/tree/master?tab=readme-ov-file#usage
cytoolz,faster,,,
cyvcf2,anvil,,,
dace,faster,,,
dal,kyric,,,
dalton,faster,,,
darshan-runtime,expanse,,,
darshan-util,expanse,,,
das_tool,anvil,,,
dask,"aces, faster",https://www.dask.org/,https://docs.dask.org/en/latest/api.html,"https://docs.dask.org/en/latest/10-minutes-to-dask.html , https://tutorial.dask.org/ , https://www.youtube.com/watch?v=mqdglv9GnM8 "
datasets,anvil,,,
db,"aces, faster",,,
db_file,faster,,,
dbcsr,"aces, faster",,,
dbd-mysql,faster,,,
dbg2olc,anvil,,,
dbus,"aces, faster",https://www.freedesktop.org/wiki/Software/dbus/,https://dbus.freedesktop.org/doc/dbus-specification.html,https://dbus.freedesktop.org/doc/dbus-tutorial.html
dbus-glib,"aces, faster",,,
dcmtk,"aces, faster",https://dicom.offis.de/dcmtk/,https://support.dcmtk.org/docs/,https://support.dcmtk.org/redmine/projects/dcmtk/wiki/Howto
