Software,RP Name,Software Type,Software Class,Research Area,Research Discipline,Software Description,Software's Web Page,Software Documentation,Example Software Use,RP Software Documentation,Version Info
annovar,Anvil,Application,Bioinformatics,Sciences,Biology,"ANNOVAR is an efficient software tool to utilize update-to-date information to functionally annotate genetic variants detected from diverse genomes (including human genome hg18, hg19, hg38, as well as mouse, worm, fly, yeast and many others).",https://annovar.openbioinformatics.org/en/latest/,https://annovar.openbioinformatics.org/en/latest/,https://annovar.openbioinformatics.org/en/latest/user-guide/startup/,Anvil: https://www.rcac.purdue.edu/software/annovar,Anvil: 2022-01-13
ansys,"Bridges-2, Faster",Application,"Simulation, Modeling, Engineering, Fluid Dynamics",Engineering,Mechanical Engineering,"ANSYS is an engineering simulation software used for testing and predicting the behavior of components and systems in various fields. It offers tools for finite element analysis (FEA), computational fluid dynamics (CFD), and other multiphysics simulations, enabling engineers to analyze performance, durability, and fluid dynamics under real-world conditions.",https://www.ansys.com/,,,"Bridges-2: https://www.psc.edu/resources/software/ansys 
Faster: https://hprc.tamu.edu/software/faster/","Bridges-2: 201, 212, 221, 222
Faster: 2022R2"
ant,"Aces, Expanse, Faster",Toolkit,,,,"Apache Ant is a Java library and command-line tool whose mission is to drive processes described in build files as targets and extension points dependent upon each other. The main known usage of Ant is the build of Java applications. Ant supplies a number of built-in tasks allowing to compile, assemble, test and run Java applications. 
Description Source: https://ant.apache.org/",https://ant.apache.org/,https://ant.apache.org/manual/,"https://www.tutorialspoint.com/ant/ant_quick_guide.htm 
https://www.vogella.com/tutorials/ApacheAnt/article.html ","Aces: https://hprc.tamu.edu/software/aces/ 
Expanse: https://www.sdsc.edu/support/user_guides/expanse.html#modules 
Faster: https://hprc.tamu.edu/software/faster/","Aces: 1.10.11-Java-11, 1.10.12-Java-11
Expanse: Hcgc7Fk, 5Soub24
Faster: 1.10.5-Java-1.8, 1.10.9-Java-11, 1.10.11-Java-11, 1.10.12-Java-11"
antismash,Anvil,Application,Bioinformatics,Sciences,Biology,"Antismash allows the rapid genome-wide identification, annotation and analysis of secondary metabolite biosynthesis gene clusters in bacterial and fungal genomes.",https://docs.antismash.secondarymetabolites.org/,https://docs.antismash.secondarymetabolites.org/,,Anvil: https://www.rcac.purdue.edu/software/antismash,"Anvil: 5.1.2, 6.0.1, 6.1.0"
antlr,"Aces, Faster",Toolkit,Compilers,,,"ANTLR (ANother Tool for Language Recognition) is a powerful parser generator for reading, processing, executing, or translating structured text or binary files. 
Description Source: https://www.antlr.org/",https://www.antlr.org/,https://www.antlr.org/api/,https://tomassetti.me/antlr-mega-tutorial/,"Aces: https://hprc.tamu.edu/software/aces/ 
Faster: https://hprc.tamu.edu/software/faster/","Aces: 2.7.7-Java-11
Faster: 2.7.7-Java-11"
anvio,"Anvil, Bridges-2",Platform,Bioinformatics,Sciences,Biology,Anvio is an analysis and visualization platform for 'omics data.,https://anvio.org/,https://github.com/merenlab/anvio,https://anvio.org/learn/,"Anvil: https://www.rcac.purdue.edu/software/anvio 
Bridges-2: https://www.psc.edu/resources/software/anvio","Anvil: 7.0, 7.1_Main, 7.1_Structure
Bridges-2: 7"
any2fasta,"Anvil, Faster",Application,Bioinformatics,Sciences,Biology,Any2fasta can convert various sequence formats to FASTA.,https://github.com/tseemann/any2fasta,https://github.com/tseemann/any2fasta,https://github.com/tseemann/any2fasta?tab=readme-ov-file#examples,"Anvil: https://www.rcac.purdue.edu/software/any2fasta 
Faster: https://hprc.tamu.edu/software/faster/","Anvil: 0.4.2
Faster: 0.4.2"
aocc,"Aces, Anvil, Bridges-2, Delta, Expanse, Faster, Ookami",Service,Compilers,,,"AOCC a set of production compilers optimized for software performance when running on AMD host processors using the AMD “Zen” core architecture.The AOCC compiler environment simplifies and accelerates development and tuning for x86 applications built with C, C++, and Fortran languages. 
Description Source: https://www.amd.com/en/developer/aocc.html ",https://www.amd.com/en/developer/aocc.html,https://www.amd.com/content/dam/amd/en/documents/developer/version-4-1-documents/aocc/aocc-4.1-user-guide.pdf,,"Aces: https://hprc.tamu.edu/software/aces/ 
Anvil: https://www.rcac.purdue.edu/software/aocc 
Bridges-2: https://www.psc.edu/resources/software/aocc 
Delta: https://docs.ncsa.illinois.edu/systems/delta/en/latest/user_guide/software.html 
Expanse: https://www.sdsc.edu/support/user_guides/expanse.html#modules 
Faster: https://hprc.tamu.edu/software/faster/ 
Ookami: https://www.stonybrook.edu/commcms/ookami/support/faq/software_on_ookami","Aces: 4.0.0
Anvil: 3.1.0
Bridges-2: 2.2.0, 2.3.0
Delta: 4.1.0
Expanse: Io3S466
Faster: 3.1.0
Jetstream: Aocc-Compiler-4.0.0"
aocc compiler,Jetstream,Service,Compilers,,,"AOCC a set of production compilers optimized for software performance when running on AMD host processors using the AMD “Zen” core architecture.The AOCC compiler environment simplifies and accelerates development and tuning for x86 applications built with C, C++, and Fortran languages. 
Description Source: https://www.amd.com/en/developer/aocc.html ",https://www.amd.com/en/developer/aocc.html,https://www.amd.com/content/dam/amd/en/documents/developer/version-4-1-documents/aocc/aocc-4.1-user-guide.pdf,,,
aocl,"Bridges-2, Darwin",Library,Mathematics,Engineering,Mathematics,"AOCL is a set of numerical libraries optimized for AMD processors based on the AMD “Zen” core architecture and generations. The tuned implementations of industry-standard math libraries enable rapid development of scientific and high-performance computing applications. 
Description Source: https://www.amd.com/en/developer/aocl.html",https://www.amd.com/en/developer/aocl.html,https://www.amd.com/content/dam/amd/en/documents/developer/version-4-1-documents/aocl/aocl-4-1-user-guide.pdf,,Bridges-2: https://www.psc.edu/resources/software/aocl,Bridges-2: 3.1.0
aocl-sparse,Expanse,Library,Mathematics,Engineering,Mathematics,"AOCL-Sparse contains basic linear algebra subroutines for sparse matrices and vectors optimized for AMD processors. In addition, AOCL-Sparse includes iterative sparse solvers for solving linear system of equations. It is designed to be used with C and C++.",https://www.amd.com/en/developer/aocl/sparse.html,https://github.com/amd/aocl-sparse,,Expanse: https://www.sdsc.edu/support/user_guides/expanse.html#modules,Expanse: Fg4Cxoj
apptainer,Jetstream,Applicaiton,Container Management ,,,"Apptainer, formerly known as Singularity, is an open-source container platform designed to create portable and reproducible environments for scientific computing. It allows users to package applications, their dependencies, and data in a single container that can be run consistently across different computing environments. 
Description Source:  https://apptainer.org/",https://apptainer.org/,https://apptainer.org/documentation/,https://apptainer.org/docs/user/main/quick_start.html,,Jetstream: 1.1.6
apr,"Aces, Faster",Library,,,,"APR (Apache Portable Runtime) is a library that provides a set of APIs designed to abstract away the details of the operating system, thereby offering a consistent interface for programming tasks across different platforms. It facilitates the development of portable applications by providing a standardized set of functions for network communication, file system access, and other system utilities, enhancing portability and reducing the complexity of handling OS-specific differences.",https://apr.apache.org/,https://apr.apache.org/docs/apr/1.7/modules.html,https://people.apache.org/~rooneg/talks/portable-c-with-apr/apr.html,"Aces: https://hprc.tamu.edu/software/aces/ 
Faster: https://hprc.tamu.edu/software/faster/","Aces: 1.7.0
Faster: 1.7.0"
apr-util,"Aces, Faster",Library,,,,"APR-util is a companion library to the Apache Portable Runtime (APR) that provides a set of additional utilities and interfaces for tasks such as database connectivity, XML parsing, and data structures management. It extends the core functionality of APR, offering developers a broader set of tools for building highly portable and scalable applications across different platforms.",https://apr.apache.org/,https://apr.apache.org/docs/apr-util/1.6/modules.html,https://www.linuxfromscratch.org/blfs/view/svn/general/apr-util.html,"Aces: https://hprc.tamu.edu/software/aces/ 
Faster: https://hprc.tamu.edu/software/faster/","Aces: 1.6.1
Faster: 1.6.1"
arcade-learning-environment,Faster,Framework,Developer Support,Computer Science,Artificial Intelligence,The Arcade Learning Environment (ALE) is a simple framework that allows researchers and hobbyists to develop AI agents for Atari 2600 games. It is built on top of the Atari 2600 emulator Stella and separates the details of emulation from agent design. This video depicts over 50 games currently supported in the ALE.,https://github.com/Farama-Foundation/Arcade-Learning-Environment,https://github.com/Farama-Foundation/Arcade-Learning-Environment/blob/master/docs/README.md,,Faster: https://hprc.tamu.edu/software/faster/,"Faster: 0.7.3, 0.8.1"
archive-zip,Faster,Application,,,,Provides an interface to ZIP archive files.,https://metacpan.org/pod/Archive::Zip,https://metacpan.org/pod/Archive::Zip,,Faster: https://hprc.tamu.edu/software/faster/,Faster: 1.68
archspec,"Aces, Faster",Library,,,,"Archspec aims at providing a standard set of human-understandable labels for various aspects of a system architecture like CPU, network fabrics, etc. and APIs to detect, query and compare them. 
Description Source: https://github.com/archspec/archspec ",https://github.com/archspec/archspec,https://archspec.readthedocs.io/en/latest/,https://archspec.readthedocs.io/en/latest/getting_started.html,"Aces: https://hprc.tamu.edu/software/aces/ 
Faster: https://hprc.tamu.edu/software/faster/","Aces: 0.1.2, 0.1.3, 0.1.4, 0.2.0
Faster: 0.1.0-Python-3.8.2, 0.1.0-Python-3.8.6, 0.1.3"
arcs,Anvil,Application,Bioinformatics,Sciences,Biology,ARCS is a tool for scaffolding genome sequence assemblies using linked or long read sequencing data.,https://github.com/bcgsc/arcs,https://github.com/bcgsc/arcs,,Anvil: https://www.rcac.purdue.edu/software/arcs,Anvil: 1.2.4
aria2,"Expanse, Faster",Utility,Data Transfer Tool,,,"aria2 is a utility for downloading files. The supported protocols are HTTP(S), FTP, SFTP, BitTorrent, and Metalink. aria2 can download a file from multiple sources/protocols and tries to utilize your maximum download bandwidth. 
Description Source: https://aria2.github.io/manual/en/html/aria2c.html",https://aria2.github.io/,https://aria2.github.io/manual/en/html/aria2c.html,https://aria2.github.io/manual/en/html/aria2c.html#example,"Expanse: https://www.sdsc.edu/support/user_guides/expanse.html#modules 
Faster: https://hprc.tamu.edu/software/faster/","Expanse: D7R7Iaa, Q32Jtg2
Faster: 1.35.0"
aria2-1.15.1,Faster,,,,,,,,,Faster: https://hprc.tamu.edu/software/faster/,
ariba,Anvil,Application,Bioinformatics,Sciences,Biology,ARIBA is a tool that identifies antibiotic resistance genes by running local assemblies. It can also be used for MLST calling.,https://sanger-pathogens.github.io/ariba/,https://github.com/sanger-pathogens/ariba,https://github.com/sanger-pathogens/pathogen-informatics-training,Anvil: https://www.rcac.purdue.edu/software/ariba,Anvil: 2.14.6
arm,Ookami,,,,,"The Arm architecture serves as the foundation for processors, known as Processing Elements (PE). It enables interoperability across diverse Arm devices, facilitating software development and execution.",https://developer.arm.com/,https://developer.arm.com/documentation/,https://learn.arm.com/?icid=devhub:developer:all-pages:nav-link,Ookami: https://www.stonybrook.edu/commcms/ookami/support/faq/software_on_ookami,
arm-forge,Expanse,Toolkit,,,,"Arm Forge integrates Arm DDT for parallel debugging, Arm MAP for performance profiling, and Arm Performance Reports for summarizing application performance, supporting various parallel architectures like MPI, CUDA, and OpenMP.",https://developer.arm.com/,https://developer.arm.com/documentation/101136/22-1-3/Arm-Forge/Introduction-to-Arm-Forge,https://developer.arm.com/documentation/101136/22-1-3/Arm-Forge/Introduction-to-Arm-Forge/Online-resources,Expanse: https://www.sdsc.edu/support/user_guides/expanse.html#modules,Expanse: 21.0.1-Linux-X86_64
arm-gnu-toolchain,Aces,Toolkit,,,,"The GNU Toolchain for the Arm Architecture releases produced by Arm (referred to as “Arm GNU Toolchain”) enable partners, developers and the community to use new features from recent Arm Architecture and from open-source projects GCC, Binutils, glibc, Newlib, and GDB.",https://developer.arm.com/,https://developer.arm.com/Tools%20and%20Software/GNU%20Toolchain,https://developer.arm.com/documentation/ka005946/1-0/?lang=en,Aces: https://hprc.tamu.edu/software/aces/,Aces: 12.3
arm-gnu-toolchaint,Aces,,,,,,,,,Aces: https://hprc.tamu.edu/software/aces/,Aces: 12.3
armadillo,"Aces, Delta, Expanse, Faster",Library,Mathematics,Engineering,Mathematics,"Armadillo is a high quality linear algebra library (matrix maths) for the C++ language, aiming towards a good balance between speed and ease of use. It provides high-level syntax and functionality deliberately similar to Matlab. 
Description Source: https://arma.sourceforge.net/",https://arma.sourceforge.net/,https://arma.sourceforge.net/docs.html,https://arma.sourceforge.net/docs.html#example_prog,"Aces: https://hprc.tamu.edu/software/aces/ 
Delta: https://docs.ncsa.illinois.edu/systems/delta/en/latest/user_guide/software.html 
Expanse: https://www.sdsc.edu/support/user_guides/expanse.html#modules 
Faster: https://hprc.tamu.edu/software/faster/","Aces: 11.4.3, 12.6.2
Delta: 12.4.0
Expanse: 9.800.3-Openblas
Faster: 10.7.5, 11.4.3, 12.6.2"
