Software,RP Name,Software Type,Software Class,Research Area,Research Discipline,Software Description,Software's Web Page,Software Documentation/Link,Example Software Use (link),Area-specific Examples,Containerized Version of Software,RP Documentations for Software,Pathing
biom-format,faster,,,,,,,,,,,,
bioperl,"aces, faster",,Programming Language,,,"The Bioperl Project is an international association of users & developers of open source Perl tools for bioinformatics, genomics and life science. Description Source:https://bioperl.org/index.html",https://bioperl.org/index.html,https://bioperl.org/howtos/index.html,https://github.com/bioperl/bioperl-live/tree/master/examples,,,,
biopython,"aces, anvil, faster",,Programming Language,,,Biopython is a set of freely available tools for biological computation written in Python by an international team of developers. Description Source:https://biopython.org/,https://biopython.org/,https://biopython.org/wiki/Documentation,https://biopython.org/DIST/docs/tutorial/Tutorial.html,,,,
bismark,"anvil, bridges, expanse",,Bioinformatics,,,"Bismark is a program to map bisulfite treated sequencing reads to a genome of interest and perform methylation calls in a single step. The output can be easily imported into a genome viewer, such as SeqMonk, and enables a researcher to analyse the methylation levels of their samples straight away. Description Source:https://www.bioinformatics.babraham.ac.uk/projects/bismark/",https://www.bioinformatics.babraham.ac.uk/projects/bismark/,https://felixkrueger.github.io/Bismark/,https://felixkrueger.github.io/Bismark/bismark/,,,,
bison,"aces, faster, ookami",,GNU parser,,,Bison is a general-purpose parser generator that converts an annotated context-free grammar into a deterministic LR or generalized LR (GLR) parser employing LALR(1) parser tables. Description Source:https://www.gnu.org/software/bison/,https://www.gnu.org/software/bison/,https://www.gnu.org/software/bison/manual/bison.html,"https://www.gnu.org/software/bison/manual/html_node/Examples.html , https://aquamentus.com/flex_bison.html ",,,,
blacs,darwin,,,,,,,,,,,,
blasr,anvil,,,,,,,,,,,,
blast,"anvil, bridges, faster",application,"Bioinformatics, computational biology, genomics",Sciences,Biology,"BLAST (Basic Local Alignment Search Tool) is a bioinformatics software program used for comparing primary biological sequence information, such as the amino-acid sequences of proteins or the nucleotides of DNA and/or RNA sequences. It's widely used for identifying similarities, understanding evolutionary relationships, and finding functional and structural homologues among sequences in large databases, making it a crucial tool in genomic and proteomic research.",https://blast.ncbi.nlm.nih.gov/Blast.cgi,https://www.ncbi.nlm.nih.gov/IEB/ToolBox/CPP_DOC/doxyhtml/group__AlgoBlast.html,"https://blast.ncbi.nlm.nih.gov/doc/blast-quick-start-guide/ , https://www.youtube.com/playlist?list=PL7dF9e2qSW0azL2xOKAtxDW7QI8UU4XZ6 ",,,,
blast-plus,"anvil, expanse",,,,,,,,,,,,
blast+,"aces, faster, ookami",,Bioinformatics,Sciences,Biology,"Blast+ allows users to perform BLAST searches on their own server without size, volume and database restrictions. BLAST+ can be used with a command line so it can be integrated directly into your workflow. Description Source:https://blast.ncbi.nlm.nih.gov/doc/blast-help/downloadblastdata.html",https://blast.ncbi.nlm.nih.gov/doc/blast-help/downloadblastdata.html,https://github.com/ncbi/blast_plus_docs,https://github.com/ncbi/blast_plus_docs?tab=readme-ov-file#section-2---a-step-by-step-guide-using-the-blast-docker-image,,,,
blat,"bridges, expanse",,Bioinformatics,Sciences,Biology,BLAT on DNA is designed to quickly find sequences of 95% and greater similarity of length 25 bases or more. It may miss more divergent or shorter sequence alignments. It will find perfect sequence matches of 20 bases. Description Source:https://genome.ucsc.edu/cgi-bin/hgBlat,https://kentinformatics.com/,https://kentinformatics.com/documentation,https://genome.ucsc.edu/training/index.html,,,,
blender,"aces, faster",application,,,,"Blender is the free and open source 3D creation suite. It supports the entirety of the 3D pipeline—modeling, rigging, animation, simulation, rendering, compositing and motion tracking, even video editing and game creation. Description Source:https://www.blender.org/about/",https://www.blender.org/,https://docs.blender.org/manual/en/latest/,"https://www.youtube.com/watch?v=TPrnSACiTJ4&list=PLjEaoINr3zgHs8uzT3yqe4iHGfkCmMJ0P , https://en.wikibooks.org/wiki/Blender_3D:_Noob_to_Pro ",,,,
blis,"aces, anvil, darwin, faster, ookami",,,,,BLIS is an award-winning portable software framework for instantiating high-performance BLAS-like dense linear algebra libraries. Description Source:https://github.com/flame/blis,https://github.com/flame/blis,https://github.com/flame/blis/blob/master/docs/BLISTypedAPI.md,"https://github.com/flame/blis/blob/master/docs/Testsuite.md , https://github.com/flame/blis/tree/master/examples/oapi ",,,,
blobtools,anvil,,,,,,,,,,,,
blosc2,"aces, faster",,,,,,,,,,,,
bmge,anvil,,,,,,,,,,,,
bohrium,faster,,,,,,,,,,,,
bokeh,"aces, faster",library,Visualization,,,"Bokeh is a Python library for creating interactive visualizations for modern web browsers. It helps you build beautiful graphics, ranging from simple plots to complex dashboards with streaming datasets. Description Source:https://docs.bokeh.org/en/latest/",https://bokeh.org/,https://docs.bokeh.org/en/latest/,"https://realpython.com/python-data-visualization-bokeh/ , https://programminghistorian.org/en/lessons/visualizing-with-bokeh ",,,,
boost,"aces, anvil, bridges, darwin, delta, expanse, faster, kyric, ookami, stampede3",library,general,Engineering,Mathematics,"BLAST (Basic Local Alignment Search Tool) is a bioinformatics software program used for comparing primary biological sequence information, such as the amino-acid sequences of proteins or the nucleotides of DNA and/or RNA sequences. It's widely used for identifying similarities, understanding evolutionary relationships, and finding functional and structural homologues among sequences in large databases, making it a crucial tool in genomic and proteomic research.",https://www.boost.org/,https://www.boost.org/doc/libs/1_84_0/,"https://www.boost.org/doc/libs/1_77_0/more/getting_started/index.html , https://theboostcpplibraries.com/",,,,
boost.mpi,aces,library,Scientific Library,Engineering,Mathematics,Boost.MPI is a library for message passing in high-performance parallel applications. Description Source:https://www.boost.org/doc/libs/1_84_0/doc/html/mpi/tutorial.html,https://github.com/boostorg/mpi,https://www.boost.org/doc/libs/1_84_0/doc/html/mpi.html,https://www.boost.org/doc/libs/1_84_0/doc/html/mpi/tutorial.html,,,,
boost.python,"aces, faster",library,Scientific Library,Engineering,Mathematics,Boost.Python is a C++ library which enables seamless interoperability between C++ and the Python programming language. Description Source:https://www.boost.org/doc/libs/1_84_0/libs/python/doc/html/index.html,https://github.com/boostorg/python,https://www.boost.org/doc/libs/1_84_0/libs/python/doc/html/index.html,https://boostorg.github.io/python/doc/html/tutorial/index.html,,,,
botorch,faster,,,,,,,,,,,,
bottleneck,faster,,,,,,,,,,,,
bowtie,"anvil, faster",,Bioinformatics,Sciences,Biology,"Bowtie is an ultrafast, memory-efficient short read aligner geared toward quickly aligning large sets of short DNA sequences (reads) to large genomes. Description Source:https://bowtie-bio.sourceforge.net/manual.shtml",https://bowtie-bio.sourceforge.net/index.shtml,https://bowtie-bio.sourceforge.net/manual.shtml,https://bowtie-bio.sourceforge.net/tutorial.shtml,,,,
bowtie2,"anvil, bridges, expanse, faster",,Bioinformatics,Sciences,Biology,Bowtie 2 is an ultrafast and memory-efficient tool for aligning sequencing reads to long reference sequences. It is particularly good at aligning to relatively long (e.g. mammalian) genomes. Description Source:https://github.com/BenLangmead/bowtie3,https://bowtie-bio.sourceforge.net/bowtie2/index.shtml,https://bowtie-bio.sourceforge.net/bowtie2/manual.shtml,https://bowtie-bio.sourceforge.net/bowtie2/manual.shtml#getting-started-with-bowtie-2-lambda-phage-example,,,,
bracken,anvil,,,,,,,,,,,,
braker2,anvil,,,,,,,,,,,,
brass,anvil,,,,,,,,,,,,
breseq,anvil,,,,,,,,,,,,
brotli,"aces, faster",,,,,"Brotli is a generic-purpose lossless compression algorithm that compresses data using a combination of a modern variant of the LZ77 algorithm, Huffman coding and 2nd order context modeling, with a compression ratio comparable to the best currently available general-purpose compression methods. Description Source:https://brotli.org/",https://brotli.org/,https://github.com/google/brotli,https://kinsta.com/blog/brotli-compression/,,,,
brotli-python,aces,library,Python library,,,"Brotli is a generic-purpose lossless compression algorithm that compresses data using a combination of a modern variant of the LZ77 algorithm, Huffman coding and 2nd order context modeling, with a compression ratio comparable to the best currently available general-purpose compression methods. Description Source:https://brotli.org/",https://github.com/python-hyper/brotlicffi,https://python-hyper.org/projects/brotlipy/en/latest/,https://github.com/python-hyper/brotlicffi/tree/main/example,,,,
brunsli,"aces, faster",,,,,Brunsli is a lossless JPEG repacking library. Brunsli allows for a 22% decrease in file size while allowing the original JPEG to be recovered byte-by-byte. Description Source:https://github.com/google/brunsli,https://brunsli.dev/,https://github.com/google/brunsli,https://github.com/google/brunsli?tab=readme-ov-file#build-instructions,,,,
build,faster,,,,,,,,,,,,
busco,"anvil, bridges",,Bioinformatics,Sciences,Biology,Benchmarking Universal Single-Copy Orthologs (BUSCO) is used for assessing genome assembly and annotation completeness.  Description Source:https://gitlab.com/ezlab/busco,https://busco.ezlab.org/,https://busco.ezlab.org/busco_userguide.html,https://busco.ezlab.org/busco_userguide.html#running-busco,,,,
bustools,anvil,,,,,,,,,,,,
bwa,"aces, anvil, bridges, expanse, faster",,Bioinformatics,Sciences,Biology,"BWA is a software package for mapping low-divergent sequences against a large reference genome, such as the human genome. Description Source:https://bio-bwa.sourceforge.net/",https://bio-bwa.sourceforge.net/,https://bio-bwa.sourceforge.net/bwa.shtml,https://bioinformatics-core-shared-training.github.io/cruk-bioinf-sschool/Day1/Sequence%20Alignment_July2015_ShamithSamarajiwa.pdf,,,,
bwameth,anvil,,,,,,,,,,,,
byacc,expanse,,,,,,,,,,,,
bzip2,"aces, expanse, faster, kyric",,Utilties,,,"bzip2 is a freely available, patent free, high-quality data compressor. It typically compresses files to within 10% to 15% of the best available techniques (the PPM family of statistical compressors), whilst being around twice as fast at compression and six times faster at decompression. Description Source:https://sourceware.org/bzip2/",https://sourceware.org/bzip2/,https://sourceware.org/bzip2/manual/manual.html,https://www.tutorialspoint.com/unix_commands/bzip2.htm,,,,
c-ares,"aces, faster",,,,,,,,,,,,
cactus,anvil,application,"modeling, genomics, bioinformatics",Sciences,Biology,"Cactus is a reference-free whole-genome alignment program, as well as a pagenome graph construction toolkit. Description Source = https://github.com/ComparativeGenomicsToolkit/cactus?tab=readme-ov-file",https://github.com/ComparativeGenomicsToolkit/cactus?tab=readme-ov-file,https://www.cactuscode.org/documentation/ReferenceManual.pdf,"https://www.cactuscode.org/documentation/tutorials/index.html , https://www.cactuscode.org/documentation/UsersGuide.pdf ",,,,
cafe,anvil,,,,,,,,,,,,
cairo,"aces, faster",,Bioinformatics,Sciences,Biology,"Cairo is a 2D graphics library with support for multiple output devices. Currently supported output targets include the X Window System (via both Xlib and XCB), Quartz, Win32, image buffers, PostScript, PDF, and SVG file output. Description Source:https://cairographics.org/",https://cairographics.org/,https://www.cairographics.org/manual/,"https://www.cairographics.org/tutorial/ , https://zetcode.com/gfx/cairo/ ",,,,
canu,"anvil, faster",,Bioinformatics,Sciences,Biology,"Canu is a fork of the Celera Assembler, designed for high-noise single-molecule sequencing (such as the PacBio RS II/Sequel or Oxford Nanopore MinION). Description Source:https://github.com/marbl/canu",https://github.com/marbl/canu,https://canu.readthedocs.io/en/latest/,"https://canu.readthedocs.io/en/latest/quick-start.html , https://canu.readthedocs.io/en/latest/tutorial.html ",,,,
capstone,"aces, faster",,,,,,,,,,,,
captum,aces,library,AI/ML,,,"Captum (“comprehension” in Latin) is an open source, extensible library for model interpretability built on PyTorch. Captum helps ML researchers more easily implement interpretability algorithms that can interact with PyTorch models. It also allows researchers to quickly benchmark their work against other existing algorithms available in the library. Description Source:https://captum.ai/docs/introduction.html",https://captum.ai/,https://captum.ai/docs/introduction,https://captum.ai/tutorials/,,,,
