id,software_name,rp_software,description,software_type,software_class,research_area,research_discipline,id,website_links,documents,examples,area_specific,containers,rp_documents
83,arm-gnu-toolchain,aces,"The GNU Toolchain for the Arm Architecture releases produced by Arm (referred to as “Arm GNU Toolchain”) enable partners, developers and the community to use new features from recent Arm Architecture and from open-source projects GCC, Binutils, glibc, Newlib, and GDB.",toolkit,,,,83,https://developer.arm.com/,https://developer.arm.com/Tools%20and%20Software/GNU%20Toolchain,https://developer.arm.com/documentation/ka005946/1-0/?lang=en,,,
84,arm-gnu-toolchaint,aces,,,,,,84,,,,,,
85,armadillo,"aces, delta, expanse, faster","Armadillo is a high quality linear algebra library (matrix maths) for the C++ language, aiming towards a good balance between speed and ease of use. It provides high-level syntax and functionality deliberately similar to Matlab. Description Source:https://arma.sourceforge.net/",library,mathematics,Engineering,Mathematics,85,https://arma.sourceforge.net/,https://arma.sourceforge.net/docs.html,https://arma.sourceforge.net/docs.html#example_prog,,,
86,arpack,"darwin, stampede3",ARPACK is a collection of Fortran77 subroutines designed to solve large scale eigenvalue problems. (This library is no longer maintained) Description Source:https://lacsi.rice.edu/software/arpak/default.htm,library,mathematics,,Mathematics,86,https://github.com/inducer/arpack,http://li.mit.edu/Archive/Activities/Archive/CourseWork/Ju_Li/MITCourses/18.335/Doc/ARPACK/Lehoucq97.pdf,https://github.com/inducer/arpack/tree/master/EXAMPLES,,,
87,arpack-ng,"aces, anvil, expanse, faster",ARPACK-NG is a collection of Fortran77 subroutines designed to solve large scale eigenvalue problems.,library,mathematics,,Mathematics,87,https://github.com/opencollab/arpack-ng,https://github.com/opencollab/arpack-ng/tree/master/DOCUMENTS,https://github.com/opencollab/arpack-ng/tree/master/PARPACK/EXAMPLES,,,
88,arrayfire,expanse,ArrayFire is a high performance software library for parallel computing with an easy-to-use API. Its array based function set makes parallel programming more accessible.,library,HTC Applications,Engineering,Parallel Computing,88,https://arrayfire.org/docs/index.htm#gsc.tab=0,https://arrayfire.org/docs/index.htm#gsc.tab=0,https://arrayfire.org/docs/examples.htm#gsc.tab=0,,,
89,arriba,bridges-2,Arriba is a command-line tool for the detection of gene fusions from RNA-Seq data. It was developed for the use in a clinical research setting. Description Source:https://github.com/suhrig/arriba,application,bioinformatics,Sciences,Biology,89,https://github.com/suhrig/arriba,https://arriba.readthedocs.io/en/latest/,https://hpc.nih.gov/apps/arriba.html,,,
90,arrow,"aces, faster","Apache Arrow (incl. PyArrow Python bindings), a cross-language development platform for in-memory data.",platform,Memory tool,Computer Science,Memory efficiency,90,https://arrow.apache.org/,https://arrow.apache.org/docs/,"https://arrow.apache.org/cookbook/cpp/ , https://arrow.apache.org/cookbook/java/ , https://arrow.apache.org/cookbook/py/ , https://arrow.apache.org/cookbook/r/ ",,,
91,arrow-r,faster,R interface to the Apache Arrow C++ library,platform,Memory tool,Computer Science,Memory efficiency,91,https://arrow.apache.org/,https://arrow.apache.org/docs/,"https://arrow.apache.org/cookbook/cpp/ , https://arrow.apache.org/cookbook/java/ , https://arrow.apache.org/cookbook/py/ , https://arrow.apache.org/cookbook/r/ ",,,
92,arviz,faster,"ArviZ is a Python package for exploratory analysis of Bayesian models. It includes functions for posterior analysis, data storage, model checking, comparison and diagnostics.",application,visualization,Engineering,Statistics,92,https://github.com/arviz-devs/arviz,https://python.arviz.org/en/latest/index.html,https://python.arviz.org/en/latest/examples/index.html,,,
93,ascatngs,anvil,AscatNGS contains the Cancer Genome Projects workflow implementation of the ASCAT copy number algorithm for paired end sequencing.,application,bioinformatics,Sciences,Biology,93,https://github.com/cancerit/ascatNgs,https://github.com/cancerit/ascatNgs,,,,
94,asciinema,bridges-2,"asciinema is a suite of tools for recording, replaying, and sharing terminal sessions. Description Source:https://docs.asciinema.org/",application,,,,94,https://asciinema.org/,https://docs.asciinema.org/,https://docs.asciinema.org/getting-started/,,,
95,ase,"aces, faster","ASE is an Atomic Simulation Environment written in the Python programming language with the aim of setting up, steering, and analyzing atomistic simulations. Description Source:https://wiki.fysik.dtu.dk/ase/index.html",environment,simulation,Sciences,Chemistry,95,https://wiki.fysik.dtu.dk/ase/,https://wiki.fysik.dtu.dk/ase/ase/ase.html,https://wiki.fysik.dtu.dk/ase/tutorials/tutorials.html#tutorials,,,
96,asgal,anvil,ASGAL (Alternative Splicing Graph ALigner) is a tool for detecting the alternative splicing events expressed in a RNA-Seq sample with respect to a gene annotation.,application,bioinformatics,Sciences,Biology,96,https://asgal.algolab.eu/,https://asgal.algolab.eu/documentation,https://asgal.algolab.eu/documentation#example,,,
97,aspera-connect,"anvil, bridges-2",IBM Aspera Connect is an install-on-demand application that facilitates high-speed uploads and downloads with an Aspera transfer server. Description Source:https://www.ibm.com/docs/en/aspera-connect/4.1?topic=aspera-connect-user-guide-linux,application,Data transfer Tool,,,97,https://www.ibm.com/aspera/connect/,https://www.ibm.com/docs/en/aspera-connect/4.1?topic=aspera-connect-user-guide-linux,https://www.ibm.com/docs/en/aspera-connect/4.2?topic=linux-setting-up-connect,,,
98,assembly-stats,anvil,Assembly-stats is a tool to get assembly statistics from FASTA and FASTQ files.,application,bioinformatics,Sciences,Biology,98,https://github.com/sanger-pathogens/assembly-stats,https://github.com/sanger-pathogens/assembly-stats,https://github.com/sanger-pathogens/assembly-stats?tab=readme-ov-file#example,,,
99,assimp,aces,"Open Asset Import Library is a library to load various 3d file formats into a shared, in-memory imediate format. It supports more than 40 file formats for import and a growing selection of file formats for export. Description Source:https://assimp.org/",library,Developer support,Computer Science,File loading,99,https://assimp.org/,https://assimp-docs.readthedocs.io/en/latest/,https://github.com/assimp/assimp/blob/master/Build.md,,,
100,astropy,faster,Astropy enhances usability and collaboration among astronomy Python packages.,environment,Astronomy,Sciences,Astronomy,100,https://www.astropy.org/,https://docs.astropy.org/en/stable/,https://learn.astropy.org/,,,
101,at-spi2-atk,"aces, faster","Applications that provide accessibility through the ATK interfaces need a way to translate those interfaces to AT-SPI2 DBus calls. This module, at-spi2-atk, provides that translation bridge. Description Source: https://gitlab.gnome.org/Archive/at-spi2-atk",tool,helper software,General,General,101,https://gitlab.gnome.org/Archive/at-spi2-atk,https://gitlab.gnome.org/Archive/at-spi2-atk,,,,
102,at-spi2-core,"aces, faster","AT-SPI2-Core is the central component of the Assistive Technology Service Provider Interface, providing APIs for assistive technologies to interact with Linux desktop applications, thereby enhancing accessibility for users with disabilities.",tool,developer support,General,General,102,https://gitlab.gnome.org/GNOME/at-spi2-core/,https://gnome.pages.gitlab.gnome.org/at-spi2-core/libatspi/,https://wiki.gnome.org/Accessibility/ATK/BestPractices,,,
103,atac-seq-pipeline,anvil,"The ENCODE ATAC-seq pipeline is used for quality control and statistical signal processing of short-read sequencing data, producing alignments and measures of enrichment. Description Source: https://purduercac-applications.readthedocs.io/en/latest/Biocontainers/atac-seq-pipeline/atac-seq-pipeline.html",application,bioinformatics,Sciences,Biology,103,https://www.encodeproject.org/atac-seq/,https://github.com/ENCODE-DCC/atac-seq-pipeline,,,,
104,ataqv,anvil,Ataqv is a toolkit for measuring and comparing ATAC-seq results. Description Source: https://purduercac-applications.readthedocs.io/en/latest/Biocontainers/ataqv/ataqv.html,toolkit,bioinformatics,Sciences,Biology,104,https://github.com/ParkerLab/ataqv,https://parkerlab.github.io/ataqv/,,,,
105,atk,"aces, faster","ATK provides the set of accessibility interfaces that are implemented by other toolkits and applications. Using the ATK interfaces, accessibility tools have full access to view and control running applications. Description Source:https://hprc.tamu.edu/software/aces/",toolkit,developer support,General,General,105,https://gitlab.gnome.org/Archive/atk,https://docs.gtk.org/atk/,https://wiki.gnome.org/Accessibility/ATK/BestPractices,,,
106,atlas,darwin,A library for Numerical Weather Prediction and Climate Modelling,library,modeling,Sciences,Meteorology,106,https://github.com/ecmwf/atlas,https://sites.ecmwf.int/docs/atlas/c++/,https://confluence.ecmwf.int/display/ATLAS/User+guide?preview=/66984475/66984474/Atlas-user-guide-0.8.0.pdf,,,
107,atop,delta,"Atop is an ASCII full-screen performance monitor for Linux that is capable of reporting the activity of all processes, daily logging of system and process activity for long-term analysis, highlighting overloaded system resources by using colors, etc. Description Source: https://www.atoptool.nl/",service,Utilities,General,General,107,https://www.atoptool.nl/,https://github.com/Atoptool/atop,https://www.atoptool.nl/perftrain.php,,,
108,atp,delta,"Abnormal Termination Processing (ATP) is a tool that monitors Cray system user applications. If an application encounters a fatal signal, ATP will handle the signal and perform analysis on the dying application. Description Source: https://cpe.ext.hpe.com/docs/debugging-tools/atp.1.html",service,Utilities,General,General,108,https://cpe.ext.hpe.com/docs/debugging-tools/atp.1.html,https://hpctools.readthedocs.io/en/latest/debug_atp.html,https://cpe.ext.hpe.com/docs/debugging-tools/atp.1.html#example-run,,,
